Scientific Name                              ,PLANTS Floristic Area,State and Province,Category,Duration,Growth Habit,Native Status,Active Growth Period,After Harvest Regrowth Rate,Bloom Period
Betula pumila var. pumila,"NA (L48, CAN, SPM)","CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(CT, IL, IN, ME, MI, NJ, NY, OH, WI)",Dicot,Perennial,Shrub,L48(N)CAN(N)SPM(N),,,
Betula pumila var. renifolia,NA (L48),"USA(CT, MA, ME, NH, VT)",Dicot,Perennial,Shrub,L48(N),,,
Betula szechuanica,NA (L48),USA(MA),Dicot,Perennial,Tree,L48(I),,,
Betula uber,NA (L48),USA(VA),Dicot,Perennial,Tree,L48(N),,,
Biatora,NA (L48),,Lichen,,,NA(N),,,
Biatora albohyalina,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora anthracophila,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora botryosa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora chrysantha,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora cuprea,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora efflorescens,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora flavopunctata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora helvola,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora meiocarpa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora porphyrospoda,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora rufidula,NA (L48),,Lichen,,,NA(N),,,
Biatora subduplex,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora toensbergii,NA (L48),,Lichen,,,NA(N),,,
Biatora turgidula,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora vacciniicola,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatora vernalis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatorella,NA (L48),,Lichen,,,NA(N),,,
Biatorella cyphalea,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatorella floridensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatorella hemisphaerica,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatorella plicata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatorella rappii,NA (L48),,Lichen,,Lichenous,NA(N),,,
Biatoropsis,NA (L48),,Lichen,,,NA(N),,,
Biatoropsis usnearum,NA (L48),,Lichen,,Lichenous,NA(N),,,
Bidens,"NA (L48, PB)","CAN(AB, BC, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NAV, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Dicot,,,"L48(I,N)CAN(I,N)",,,
Bidens ×multiceps,NA (L48),USA(MA),Dicot,Annual,Forb/herb,L48(N),,,
Bidens alba,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(AL, CT, FL, GA, HI, LA, MA, MO, NAV, NC, NM, PA, PW, SC, UM)",Dicot,"Annual, Perennial",Forb/herb,L48(N)HI(I)PR(N)VI(N),,,
Bidens alba var. radiata,"NA (L48, GU, NAV), HI, PR, VI","USA+(PR, VI), USA(AL, CT, FL, GA, HI, LA, MA, MO, NAV, NC, NM, PA, SC, UM)",Dicot,"Perennial, AN",Forb/herb,L48(N)HI(I)PR(N)VI(N),,,
Bidens amplectens,HI,USA(HI),Dicot,"Annual, Perennial","Subshrub, Forb/herb",HI(N),,,
Bidens amplissima,NA (CAN),"CAN(BC, MB)",Dicot,Annual,Forb/herb,CAN(N)NA(N),,,
Bidens aristosa,"NA (L48, CAN)","CAN(ON), USA(AL, AR, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Dicot,"Biennial, AN",Forb/herb,L48(N)CAN(I),"Spring, Summer, Fall",Slow,Late Summer
Bidens asymmetrica,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens aurea,NA (L48),USA(AZ),Dicot,Perennial,Forb/herb,L48(N),,,
Bidens beckii,"NA (L48, CAN)","CAN(BC, MB, NB, NS, ON, QC, SK), USA(CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MO, MT, NH, NJ, NY, OH, OR, PA, RI, VT, WA, WI)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Bidens bidentoides,NA (L48),"USA(DE, MD, NJ, NY, PA)",Dicot,Annual,Forb/herb,L48(N),,,
Bidens bigelovii,NA (L48),"USA(AZ, CO, NM, OK, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Bidens bigelovii var. angustiloba,NA (L48),USA(AZ),Dicot,Annual,Forb/herb,L48(N),,,
Bidens bigelovii var. bigelovii,NA (L48),"USA(AZ, CO, NM, OK, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Bidens bipinnata,"NA (L48, CAN)","CAN(NB, ON), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Dicot,Annual,Forb/herb,L48(N)CAN(I),,,
Bidens campylotheca,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens campylotheca ssp. campylotheca,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens campylotheca ssp. pentamera,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens campylotheca ssp. waihoiensis,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens cernua,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK, YT), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(N)AK(I)CAN(N),"Spring, Summer, Fall",Slow,Late Summer
Bidens cervicata,HI,USA(HI),Dicot,"Annual, Perennial","Subshrub, Forb/herb",HI(N),,,
Bidens conjuncta,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens connata,"NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(AL, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV)",Dicot,Annual,Forb/herb,L48(N)CAN(N),"Spring, Summer, Fall",Slow,Late Summer
Bidens coronata,"NA (L48, CAN)","CAN(ON, QC), USA(AL, CT, DE, GA, IA, IL, IN, KY, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, PA, RI, SC, SD, TN, VA, WI, WV)",Dicot,Annual,Forb/herb,L48(N)CAN(N),"Spring, Summer, Fall",Slow,Late Summer
Bidens cosmoides,HI,USA(HI),Dicot,Perennial,"Vine, Forb/herb",HI(N),,,
Bidens cuneata,HI,USA(HI),Dicot,Perennial,Forb/herb,HI(N),,,
Bidens cynapiifolia,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(HI, NAV)",Dicot,Annual,Forb/herb,HI(I)PR(N)VI(N),,,
Bidens discoidea,"NA (L48, CAN)","CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Dicot,Annual,Forb/herb,L48(N)CAN(N),"Spring, Summer, Fall",Slow,Late Summer
Bidens eatonii,"NA (L48, CAN)","CAN(NB, QC), USA(CT, MA, ME, NJ, NY, RI)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Bidens ferulifolia,NA (L48),USA(AZ),Dicot,Perennial,Forb/herb,L48(N),,,
Bidens forbesii,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens forbesii ssp. forbesii,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens forbesii ssp. kahiliensis,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens frondosa,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(N)AK(I)CAN(I),"Spring, Summer, Fall",Slow,Late Summer
Bidens gardneri,HI,USA(HI),Dicot,Annual,Forb/herb,HI(I),,,
Bidens hawaiensis,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens heterodoxa,"NA (L48, CAN)","CAN(PE, QC), USA(CT)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Bidens heterosperma,NA (L48),"USA(AZ, NM)",Dicot,Annual,Forb/herb,L48(N),,,
Bidens hillebrandiana,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens hillebrandiana ssp. hillebrandiana,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens hillebrandiana ssp. polycephala,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens hyperborea,"NA (L48, CAN)","CAN(NB, NS, NU, ON, QC), USA(MA, ME, NH, NJ, NY)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Bidens hyperborea var. hyperborea,"NA (L48, CAN)","CAN(NB, NS, NU, ON, QC), USA(MA, ME, NH, NY)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Bidens hyperborea var. svensonii,"NA (L48, CAN)","CAN(QC), USA(ME)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Bidens laevis,NA (L48),"USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, IN, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NM, NV, NY, OH, PA, RI, SC, TN, TX, VA, WV)",Dicot,"Annual, Perennial",Forb/herb,L48(N),"Spring, Summer, Fall",Slow,Late Summer
Bidens lemmonii,NA (L48),"USA(AZ, NM)",Dicot,Perennial,Forb/herb,L48(N),,,
Bidens leptocephala,NA (L48),"USA(AZ, NM, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Bidens macrocarpa,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens mauiensis,HI,USA(HI),Dicot,Perennial,Forb/herb,HI(N),,,
Bidens menziesii,HI,USA(HI),Dicot,Perennial,Shrub,HI(N),,,
Bidens menziesii ssp. filiformis,HI,USA(HI),Dicot,Perennial,Shrub,HI(N),,,
Bidens menziesii ssp. menziesii,HI,USA(HI),Dicot,Perennial,Shrub,HI(N),,,
Bidens micrantha,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens micrantha ssp. ctenophylla,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens micrantha ssp. kalealaha,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens micrantha ssp. micrantha,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens mitis,NA (L48),"USA(AL, DE, FL, GA, LA, MD, MS, NC, NJ, SC, TX, VA)",Dicot,Annual,Forb/herb,L48(N),"Spring, Summer, Fall",Slow,Fall
Bidens molokaiensis,HI,USA(HI),Dicot,Perennial,Forb/herb,HI(N),,,
Bidens pilosa,"NA (L48, CAN, GU, PB), HI, PR, VI","CAN(ON, QC), USA+(PR, VI), USA(AL, AZ, CA, CT, FL, GA, HI, KY, LA, MD, MS, NC, NM, OH, OR, PA, PW, SC, TX, UM, WI)",Dicot,Annual,Forb/herb,L48(I)HI(I)PR(I)VI(I)CAN(I),,,
Bidens populifolia,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens reptans,PR,USA+(PR),Dicot,Perennial,"Vine, Shrub",PR(N),,,
Bidens reptans var. reptans,PR,USA+(PR),Dicot,Perennial,"Vine, Shrub",PR(N),,,
Bidens reptans var. urbanii,PR,USA+(PR),Dicot,Perennial,"Vine, Shrub",PR(N),,,
Bidens sandvicensis,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens sandvicensis ssp. confusa,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens sandvicensis ssp. sandvicensis,HI,USA(HI),Dicot,Perennial,"Forb/herb, Subshrub",HI(N),,,
Bidens squarrosa,,,Dicot,,,,,,
Bidens tenuisecta,NA (L48),"USA(AZ, CO, ID, MA, MD, NM, NY, TX, UT)",Dicot,Annual,Forb/herb,L48(N),,,
Bidens torta,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens tripartita,"NA (L48, AK, CAN)","CAN(AB, BC, NB, NS, ON, PE, QC), USA(AK, AL, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(N)AK(N)CAN(N),"Spring, Summer, Fall",Slow,Late Summer
Bidens valida,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bidens vulgata,"NA (L48, CAN)","CAN(AB, BC, MB, NB, NS, ON, QC, SK), USA(AR, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Bidens wiebkei,HI,USA(HI),Dicot,Perennial,"Subshrub, Forb/herb",HI(N),,,
Bifora,NA (L48),"USA(AR, MD, NJ, OK, PA, RI, TX)",Dicot,,,"L48(I,N)",,,
Bifora americana,NA (L48),"USA(AR, OK, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Bifora radians,NA (L48),"USA(NJ, PA, RI)",Dicot,Annual,Forb/herb,L48(I),,,
Bifora testiculata,NA (L48),USA(MD),Dicot,Annual,Forb/herb,L48(I),,,
Bigelowia,NA (L48),"USA(AL, FL, GA, LA, MS, NC, SC, TX)",Dicot,,,L48(N),,,
Bigelowia nudata,NA (L48),"USA(AL, FL, GA, LA, MS, NC, SC, TX)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Bigelowia nudata ssp. australis,NA (L48),USA(FL),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Bigelowia nudata ssp. nudata,NA (L48),"USA(AL, FL, GA, LA, MS, NC, SC, TX)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Bigelowia nuttallii,NA (L48),"USA(AL, FL, GA, LA, TX)",Dicot,Perennial,Forb/herb,L48(N),,,
Bignonia,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, TX, VA, WV)",Dicot,,,L48(N),,,
Bignonia capreolata,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, TX, VA, WV)",Dicot,Perennial,Vine,L48(N),,,
Bikkia,,USA(PW),Dicot,,,,,,
Bikkia palauensis,,USA(PW),,Perennial,Shrub,L48(N),,,
Bikkia tetrandra,,,Dicot,,,,,,
Billbergia,NA (L48),"USA+(PR), USA(FL)",Monocot,,,L48(I),,,
Billbergia pyramidalis,"NA (L48), PR","USA+(PR), USA(FL)",Monocot,Perennial,Forb/herb,L48(I)PR(I),,,
Billieturnera,NA (L48),USA(TX),Dicot,,,L48(N),,,
Billieturnera helleri,NA (L48),USA(TX),Dicot,Perennial,Subshrub,L48(N),,,
Bischofia,"NA (L48, PB)","USA(FL, HI, PW)",Dicot,,,L48(I),,,
Bischofia javanica,"NA (L48, GU, PB), HI","USA(FL, HI, PW)",Dicot,Perennial,Tree,L48(I)HI(I),,,
Biserrula,,,Dicot,,,,,,
Biserrula pelecinus,,,Dicot,,,,,,
Bituminaria,NA (L48),"USA(CA, FL)",Dicot,,,L48(I),,,
Bituminaria bituminosa,NA (L48),"USA(CA, FL)",Dicot,Perennial,"Subshrub, Forb/herb",L48(I),,,
Bixa,"NA (L48, PB)","USA+(PR, VI), USA(DC, HI, PW)",Dicot,,,L48(I),,,
Bixa orellana,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(DC, HI, PW)",Dicot,Perennial,"Tree, Shrub",L48(I)HI(I)PR(I)VI(I),,,
Blasia,NA (L48),,Liverwort,,,NA(N),,,
Blasia pusilla,NA (L48),,Liverwort,,Nonvascular,NA(N),,,
Blechnum,"NA (L48, PB)","CAN(BC), USA+(PR, VI), USA(AK, CA, FL, FM, GA, GU, HI, ID, LA, MP, OR, PW, TX, WA)",Fern,,,L48(N)CAN(N),,,
Blechnum appendiculatum,HI,USA(HI),Fern,Perennial,Forb/herb,HI(I),,,
Blechnum chordatum,,,Fern,,,,,,
Blechnum divergens,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Blechnum fragile,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Blechnum insularum,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Blechnum lineatum,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Blechnum occidentale,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(FL, GA, HI, LA, TX)",Fern,Perennial,Forb/herb,L48(N)HI(I)PR(N)VI(N),,,
Blechnum orientale,"NA (GU, PB)","USA(FM, GU, MP, PW)",Fern,Perennial,Forb/herb,L48(N),,,
Blechnum polypodioides,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Blechnum serrulatum,"NA (L48), PR","USA+(PR), USA(FL)",Fern,Perennial,Forb/herb,L48(N)PR(N),,,
Blechnum spicant,"NA (L48, AK, CAN)","CAN(BC), USA(AK, CA, ID, OR, WA)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N),Spring and Summer,Slow,
Blechnum underwoodianum,,,Fern,,,,,,
Blechnum vulcanicum,,,Fern,Perennial,Forb/herb,,,,
Blechum,"NA (L48), HI, PR, VI","USA (FL, HI, LA), USA+ (PR, VI)",Dicot,,,,,,
Blechum pyramidatum,"NA (L48), HI, PR, VI","USA (FL, HI, LA), USA+ (PR, VI)",Dicot,"Annual, Perennial",Forb/herb,L48(I)HI(I)PR(N)VI(N),,,
Blennosperma,NA (L48),USA(CA),Dicot,,,L48(N),,,
Blennosperma bakeri,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blennosperma nanum,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blennosperma nanum var. nanum,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blennosperma nanum var. robustum,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blepharidachne,NA (L48),"USA(CA, ID, NM, NV, TX, UT)",Monocot,,,L48(N),,,
Blepharidachne bigelovii,NA (L48),"USA(NM, TX)",Monocot,Perennial,Graminoid,L48(N),,,
Blepharidachne kingii,NA (L48),"USA(CA, ID, NV, UT)",Monocot,Perennial,Graminoid,L48(N),,,
Blepharipappus,NA (L48),"USA(CA, ID, NV, OR, WA)",Dicot,,,L48(N),,,
Blepharipappus scaber,NA (L48),"USA(CA, ID, NV, OR, WA)",Dicot,Annual,Forb/herb,L48(N),,,
Blepharipappus scaber ssp. laevis,NA (L48),"USA(CA, OR)",Dicot,Annual,Forb/herb,L48(N),,,
Blepharipappus scaber ssp. scaber,NA (L48),"USA(CA, ID, NV, OR, WA)",Dicot,Annual,Forb/herb,L48(N),,,
Blepharizonia,NA (L48),USA(CA),Dicot,,,L48(N),,,
Blepharizonia laxa,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blepharizonia plumosa,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blepharizonia plumosa ssp. plumosa,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blepharizonia plumosa ssp. viscida,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Blepharoneuron,NA (L48),"USA(AZ, CO, NM, TX, UT)",Monocot,,,L48(N),,,
Blepharoneuron tricholepis,NA (L48),"USA(AZ, CO, NM, TX, UT)",Monocot,Perennial,Graminoid,L48(N),Spring and Summer,Slow,Mid Spring
Blepharostoma,NA (L48),,Liverwort,,,NA(N),,,
Blepharostoma arachnoideum,NA (L48),,Liverwort,,Nonvascular,NA(N),,,
Blepharostoma trichophyllum,NA (L48),,Liverwort,,Nonvascular,NA(N),,,
Blepharostoma trichophyllum ssp. brevirete,NA (L48),,Liverwort,,Nonvascular,NA(N),,,
Blepharostoma trichophyllum ssp. trichophyllum,NA (L48),,Liverwort,,Nonvascular,NA(N),,,
Blephilia,NA (L48),"CAN(ON, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NE, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)",Dicot,,,L48(N)CAN(N),,,
Blephilia ciliata,"NA (L48, CAN)","CAN(ON), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MO, MS, NC, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Blephilia hirsuta,"NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NE, NY, OH, PA, TN, VA, VT, WI, WV)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Blephilia hirsuta var. glabrata,NA (L48),USA(VT),Dicot,Perennial,Forb/herb,L48(N),,,
Blephilia hirsuta var. hirsuta,"NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NE, NY, OH, PA, TN, VA, VT, WI, WV)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Blephilia subnuda,NA (L48),"USA(AL, KY, TN)",Dicot,Perennial,Forb/herb,L48(N),,,
Bletia,NA (L48),"USA+(PR), USA(FL)",Monocot,,,L48(N),,,
Bletia florida,NA (L48),USA(FL),Monocot,Perennial,Forb/herb,L48(N),,,
Bletia patula,"NA (L48), PR","USA+(PR), USA(FL)",Monocot,Perennial,Forb/herb,L48(N)PR(N),,,
Bletia patula var. alba,PR,USA+(PR),Monocot,Perennial,Forb/herb,PR(N),,,
Bletia patula var. patula,"NA (L48), PR","USA+(PR), USA(FL)",Monocot,Perennial,Forb/herb,L48(N)PR(N),,,
Bletia purpurea,NA (L48),USA(FL),Monocot,Perennial,Forb/herb,L48(N),,,
Bletilla,NA (L48),"USA(FL, KY)",Monocot,,,L48(I),,,
Bletilla striata,NA (L48),"USA(FL, KY)",Monocot,Perennial,Forb/herb,L48(I),,,
Blighia,"NA (L48), PR","USA+(PR), USA(NAV)",Dicot,,,,,,
Blighia sapida,"NA (NAV), PR","USA+(PR), USA(NAV)",Dicot,Perennial,Tree,PR(I),,,
Blindia,NA (L48),,Moss,,,NA(N),,,
Blindia acuta,NA (L48),,Moss,,Nonvascular,NA(N),,,
Bloomeria,NA (L48),USA(CA),Monocot,,,L48(N),,,
Bloomeria crocea,NA (L48),USA(CA),Monocot,Perennial,Forb/herb,L48(N),,,
Bloomeria crocea var. aurea,NA (L48),USA(CA),Monocot,Perennial,Forb/herb,L48(N),,,
Bloomeria crocea var. crocea,NA (L48),USA(CA),Monocot,Perennial,Forb/herb,L48(N),,,
Bloomeria crocea var. montana,NA (L48),USA(CA),Monocot,Perennial,Forb/herb,L48(N),,,
Bloomeria humilis,NA (L48),USA(CA),Monocot,Perennial,Forb/herb,L48(N),,,
Blumea,"NA (L48, PB)","USA(FL, HI, PW)",Dicot,,,L48(I),,,
Blumea balsamifera,,,Dicot,,,,,,
Blumea hieraciifolia,,USA(PW),,Perennial,Forb/herb,L48(N),,,
Blumea lacera,,,Dicot,,,,,,
Blumea laciniata,HI,USA(HI),Dicot,Annual,Forb/herb,HI(I),,,
Blumea sessiliflora,HI,USA(HI),Dicot,Annual,Forb/herb,HI(I),,,
Blumea sinuata,,USA(PW),,"Annual, Biennial",Forb/herb,L48(N),,,
Blumea viscosa,NA (L48),USA(FL),Dicot,"Annual, Perennial",Forb/herb,L48(I),,,
Blutaparon,NA (L48),"USA+(PR, VI), USA(FL, HI, LA, TX)",Dicot,,,L48(N),,,
Blutaparon vermiculare,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(FL, HI, LA, TX)",Dicot,Perennial,Forb/herb,L48(N)HI(I)PR(N)VI(N),,,
Blysmus,"NA (AK, CAN)","CAN(AB, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), USA(AK)",Monocot,,,CAN(N)NA(N),,,
Blysmus rufus,"NA (AK, CAN)","CAN(AB, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), USA(AK)",Monocot,Perennial,Graminoid,AK(N)CAN(N)NA(N),,,
Blyxa,"NA (L48, PB)","USA(LA, PW)",Monocot,,,L48(I),,,
Blyxa aubertii,"NA (L48, GU, PB)","USA(LA, PW)",Monocot,Annual,Forb/herb,L48(I),,,
Blyxa octandra,,,Monocot,,,,,,
Bobea,HI,USA(HI),Dicot,,,,,,
Bobea brevipes,HI,USA(HI),Dicot,Perennial,Tree,HI(N),,,
Bobea elatior,HI,USA(HI),Dicot,Perennial,"Tree, Shrub",HI(N),,,
Bobea sandwicensis,HI,USA(HI),Dicot,Perennial,Tree,HI(N),,,
Bobea timonioides,HI,USA(HI),Dicot,Perennial,Tree,HI(N),,,
Bocconia,"HI, PR","USA+(PR), USA(HI)",Dicot,,,,,,
Bocconia frutescens,"HI, PR","USA+(PR), USA(HI)",Dicot,Perennial,"Tree, Shrub",HI(I)PR(N),,,
Boehmeria,NA (L48),"CAN(NB, ON, QC), USA+(PR), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV)",Dicot,,,"L48(I,N)CAN(N)",,,
Boehmeria celebica,,,Dicot,Perennial,,,,,
